gene,ds1_33h,ds1_41h,ds1_45h,ds1_49h,ds1_53h,ds1_57h,ds1_61h,ds1_65h,ds2_33h,ds2_41h,ds2_45h,ds2_49h,ds2_53h,ds2_57h,ds2_61h,ds2_65h,ds1_cluster,ds2_cluster,highlighted,profile_selected,ds1_var,ds2_var,ds1_median,ds2_median
SCO5843,-0.4372384298,1.8174700876,0.3640217808,-0.3234940287,-0.7302106868,-1.5978547417,-0.1670382441,1.0743442628,2.0608281235,0.3938742233,0.2174475132,0.1846927541,0.2616548348,-1.3999657827,-0.7837253859000001,-0.9348062803,ds1_2,ds2_4,True,False,1.062215478,90.6323185012,75.0126454224,7.4160811866
SCO5862,-1.0934035247,2.0266854394,1.0638737962,-1.0350975553,-0.21358393450000002,0.1235203691,-0.5983207334,-0.2736738566,-0.0491175211,0.8349821513,0.8149343342,1.4299379743,0.0334811059,-0.1744298957,-1.006392563,-1.8833955858,ds1_2,ds2_4,True,False,34.4840667678,34.9726775956,74.7218007081,45.3551912568
SCO5869,1.637170442,0.8188493574,0.7437055759000001,-1.813953708,-0.7808938298,-0.30833701680000003,0.0202489015,-0.3167897222,0.41394422350000004,0.7886321366,0.9756410459,0.6773013633,0.8993931877,-1.1467747472,-1.6721084576,-0.9360287521,ds1_2,ds2_4,True,False,53.3889731917,50.3512880562,96.3707637835,49.4145199063
SCO5892,-1.2706021409,1.7508567592,0.6731901158,-0.8287604286,0.4478949143,0.6535236176,-0.19562779930000002,-1.2304750381,2.3734134465,-0.2116755015,0.3221524295,0.36531906740000003,-0.5349995449,-0.8240322785,-0.6769217021,-0.8132559163,ds1_2,ds2_4,True,False,93.0323722812,64.9492583919,1.6818411735,23.6533957845
SCO5998,-0.24348764020000002,0.3640906493,0.29960973820000003,-2.5486887759,0.4579457172,0.732260192,0.6041843457,0.33408577370000003,2.0409296888,-0.38099144900000004,1.0475465822,0.056951235200000005,-0.5783993285,-0.9118607083,-0.0843420304,-1.1898339898999999,ds1_2,ds2_4,True,False,38.6570561457,83.918813427,74.5447647951,30.6791569087
SCO6005,0.0007109876,-0.1365036823,-0.18694918700000002,-2.3775391718,0.1039781708,0.7396808802,0.8500108333,1.0066111693,1.7819319998,1.3046755279,0.2805574672,-0.6476859978,-1.3376732075,-0.193884152,-0.8081930383,-0.3797285992,ds1_2,ds2_4,True,False,92.3242286292,47.775175644,83.0930703085,28.8056206089
SCO6008,1.4970588644,1.0190589501,0.7523577530000001,-1.9093379589000001,-0.5003500391,-0.24449120800000002,-0.2367427097,-0.3775536518,2.315954965,0.5825334856000001,0.1263501691,-0.2078108633,-0.2897741291,-0.8653086044,-0.7212023831000001,-0.9407426397,ds1_2,ds2_4,True,False,97.0536165908,98.9071038251,88.8720283257,32.4746291959
SCO6009,1.4615954298,0.8405145222,0.6617815305,-2.1036448739,-0.19842931490000001,0.0109977397,-0.2177432635,-0.45507176990000003,2.0538909613,0.9288881602,0.39193196960000004,-0.0736435203,-0.7342833520000001,-0.7282476495,-0.9148168777000001,-0.9237196915,ds1_2,ds2_4,True,False,97.3571067274,85.0897736144,87.253414264,85.0897736144
SCO6062,0.1043179694,0.27707311970000004,0.0518629587,-2.5151498176000002,0.2021582711,0.5002677703,0.2767725767,1.1026971517,2.2073353101,0.7295887252000001,0.08344754430000001,-0.0091867717,-0.5454951616,-0.4259974737,-1.1404950252,-0.8991971473,ds1_2,ds2_4,True,False,24.5827010622,83.9968774395,75.2781992919,46.0577673692
SCO6216,1.3075291125000001,1.1530670532,-0.0965137976,-1.395024768,-1.2654263736,-0.4900558258,-0.2605095562,1.0469341555,1.4633444523999999,0.9573055882,0.8781272297,-0.0004986365000000001,0.014543572500000001,-0.5265225705000001,-1.3159779924000001,-1.4703216434000002,ds1_2,ds2_4,True,False,9.2564491654,73.0679156909,75.3287809813,45.8235753318
SCO6266,-0.026844742600000002,0.5613901321,-1.3031754803,-1.9743234797,0.29176595850000003,0.8170625373,0.8170625373,0.8170625373,2.1426234785,0.9624879325000001,-0.014253337100000001,-0.703103223,-1.1848335515,-0.6615179226,-0.2600013524,-0.2814020245,ds1_2,ds2_4,True,False,39.339908953,90.8665105386,99.9494183106,82.0452771272
SCO6267,0.5227180459,0.3527517686,-0.4723172693,-2.2017948599,-0.659173079,0.6062281291,1.0127948813,0.8387923832,2.000985711,0.8952579534,0.41078798780000003,0.12143098940000001,-0.9731146027,-1.0056854556000001,-0.7561446832000001,-0.6935179001,ds1_2,ds2_4,True,False,54.1350531108,68.306010929,99.5194739504,71.1163153786
SCO6338,2.0785928912,-1.4633448427,-0.6429394357,-0.1069778086,-0.6007463765000001,0.0422254622,-0.15853989300000002,0.851730003,2.2469908524,-0.4755338817,-1.6218886199,0.0078437974,0.1669441493,-0.2522487486,-0.0464433453,-0.025664203700000002,ds1_2,ds2_4,True,False,52.7819929186,44.0281030445,5.8548305513,8.5089773614
SCO6456,1.1100000381,1.3578258544000001,0.7768594283,-1.8645055164,-0.2592965944,-0.8321422001000001,-0.29089084860000003,0.0021498387,1.1577078279,1.6865461017999999,0.0315594365,-0.6968042314,0.6739011408000001,-0.8232457838,-0.7530142232,-1.2766502686,ds1_2,ds2_4,True,False,2.3646939808000003,30.6010928962,94.7774405665,39.5003903201
SCO6469,-0.45500194530000004,1.1230261876,0.8280301658,-2.0404667528,0.8646916204,0.3628044252,-0.8754082037,0.1923245029,2.5082219825000003,0.155880016,0.1242873802,-0.3886606058,-0.504817311,-0.4970963981,-0.5590313993,-0.8387836647,ds1_2,ds2_4,True,False,2.9463834092,80.4059328649,84.0035407183,53.7861046058
SCO6621,0.6465595643000001,-0.9581350726000001,-1.361556757,-1.4905119818,0.9346912407,0.9163937117000001,0.7388751692000001,0.5736841254,2.1503507469,1.1122203948,-0.7235920546,-0.6154880523,-0.5293135367,-0.76527877,-0.6085286337,-0.0203700944,ds1_2,ds2_4,True,False,89.0364188164,20.7650273224,87.3419322205,15.378610460600001
SCO6637,-1.2659568378000001,0.8902944978,1.9049531686,-1.3306720691,0.2486099832,-0.0810282501,-0.36987599460000004,0.003675502,1.2195553496,0.7384559402,0.7116862698,0.3470977537,-0.0027663181000000003,0.2298943938,-1.5079116724000001,-1.7360117166,ds1_2,ds2_4,True,False,17.5771370764,32.4746291959,85.3439554881,27.9469164715
SCO6638,-0.7780866901,1.2334705163,1.4040696803000001,-1.8498583247,0.1527646812,-0.4515794537,-0.1799353195,0.4691549103,1.4309764229,1.6363061106,-0.7167450467,-0.7736164967,0.1455778525,0.0160268769,-0.30805112020000003,-1.4304745993,ds1_2,ds2_4,True,False,21.7627718766,62.8415300546,95.0177035913,76.6588602654
SCO6658,1.3253955163,-0.6334545013,0.048208569400000005,-2.2052546855,0.7705652526000001,0.5908184819,0.1709687812,-0.06724741470000001,1.7475684814,0.6463512798000001,-0.0205996938,0.4753308646,0.2060573292,-0.1439635649,-1.4202427755,-1.4905019207,ds1_2,ds2_4,True,False,75.7840161861,5.2302888368,81.4618108245,80.9523809524
SCO6659,0.6287823099000001,-0.9251494316000001,-0.09265389140000001,-2.1518375241,0.9320838428,1.002630089,0.46430014680000004,0.1418444586,1.7539118453,0.550479511,0.0208284584,0.9764175438,-0.2647794974,-0.9660587228,-0.5257632633,-1.545035875,ds1_2,ds2_4,True,False,66.1987860395,12.099921936,69.6256954982,78.2982045277
SCO6662,0.9564057354000001,-1.1602772387,0.1065175628,-2.0683179007,0.7545347879000001,0.776470734,0.5124352531,0.12223106630000001,2.2649800387,0.1661672274,0.36455427830000003,0.1833559316,-0.1997825178,-0.8276079892,-0.8235432347,-1.1281237343,ds1_2,ds2_4,True,False,68.3990895296,71.8969555035,74.1527567021,78.6104605777
SCO6663,1.3843083261,-0.7826128589,0.21732464070000002,-2.0991404639,0.4616127545,0.6982659455,0.4536282554,-0.3333865995,2.2367847411,0.5254835961000001,0.1290667342,-0.1186318157,-0.0809740947,-0.4873905483,-1.0119790286,-1.1923595841,ds1_2,ds2_4,True,False,68.8416793121,49.5706479313,81.4112291351,76.8149882904
SCO6753,0.9178701032000001,1.2008084305,1.283486884,-1.7182281124,-0.9598297509,-0.3373251243,-0.1383210557,-0.2484613743,1.0951267325,0.7327643671,0.965195455,0.7691681628,0.053839008800000004,-0.7037982621000001,-1.4841551009,-1.4281403632,ds1_2,ds2_4,True,False,96.7248356095,85.5581576893,84.9393019727,59.4067135051
SCO6756,0.6462984173,1.3415002757,1.2722987441,-1.7124015503,-1.0620852008,-0.1413139747,-0.061813690500000004,-0.28248302070000003,1.8487113406,0.9648596055,-0.1354459557,0.09509944540000001,0.1375651243,-0.3458169866,-1.5954296572,-0.9695429163,ds1_2,ds2_4,True,False,94.8280222559,70.4137392662,57.4987354578,1.7954722873
SCO6764,-1.3468014178,0.4869218853,0.2601910717,-1.9955479557,0.5804676836,0.29921236,0.8344932262,0.8810631468000001,1.865256622,0.3166500855,-0.3798491042,-0.028247016700000002,0.4030060218,0.2846221,-0.5226574324000001,-1.938781276,ds1_2,ds2_4,True,False,43.2473444613,53.3957845433,89.7445624684,14.2857142857
SCO7000,-1.1667512978,0.2555893938,0.0180140214,-1.2096805059,-1.0714775085000001,0.5199171852,1.6174066852,1.0369820266,0.3278325671,1.6976942737,0.693503552,0.8570858984,-0.4494086155,-0.570471531,-1.2671850447,-1.2890511,ds1_2,ds2_4,True,False,15.8067779464,15.8469945355,97.9514415781,95.0819672131
SCO7013,-0.2081674751,1.6809309636,0.6332026949,-1.3318220984,-1.6257776117,0.1542534125,0.1964974595,0.5008826547,2.4282763643,0.0360570828,-0.16868246110000001,-0.5956712559,-0.6468624425,0.32838802640000003,-0.3455370823,-1.0359682317,ds1_2,ds2_4,True,False,54.0085988872,79.5472287276,37.961557916,13.8953942233
SCO7189,1.5981888940000002,-1.9158907046,-0.44841517340000003,-0.855563174,0.163560696,0.3472338159,0.3582960867,0.7525895593,0.6584727928,1.7997032764,1.0663721448,-0.29001735160000003,-0.42839530950000004,-1.1863655202,-0.4909736537,-1.128796379,ds1_2,ds2_4,True,False,65.8826504805,74.4730679157,3.717754173,13.4270101483
SCO7486,-0.5837123576000001,-0.5214935365,0.0675312582,-1.7139716166999999,-0.6509848621000001,1.3631392002,1.2239172052,0.8155747093,1.3552623129999999,0.7982811929,0.6867049631000001,0.4687096871,0.0337426127,-0.5394819762,-0.847731451,-1.9554873416,ds1_2,ds2_4,True,False,1.9726858877,89.6174863388,39.7951441578,34.8165495706
SCO7510,-0.6777184757,-0.16909949430000001,0.3694287068,-2.0607934057,0.1584083886,0.1182827409,0.6147515919000001,1.6467399474,0.5440632688,0.17700529410000002,0.7192869124,1.4663996096,0.0134564125,-1.0351245708,-1.9809370533,0.09585012670000001,ds1_2,ds2_4,True,False,22.0030349014,4.4496487119,96.5983813859,95.0039032006
SCO7536,0.5479186717,0.0025205965,-1.2301134365,-1.7556191384000002,1.19188615,1.0922504599,0.5651563887000001,-0.4139996919,2.0717024076,-0.6566533937,-0.3719062722,0.3842682671,0.7776285182,-0.7039181414,-1.3686179349,-0.1325034507,ds1_2,ds2_4,True,False,62.9489124937,58.3138173302,96.7754172989,43.2474629196
SCO7632,-0.0956946131,0.4680587389,-0.18636261810000002,-2.4946573499,0.9286644398,0.4097212803,0.40539794630000003,0.5648721758,2.0732065029,0.0666851251,-0.1838215941,-0.0176861843,-0.0431961713,0.1824230474,-1.8960939577,-0.1815167681,ds1_2,ds2_4,True,False,80.1213960546,75.5659640906,78.2751643905,4.6057767369
SCO7655,-0.4264398668,0.5821117625000001,-1.225620776,-1.1052891577,-0.6355723354,-0.09697220570000001,1.2145913089,1.6931912702,0.7931931191,0.161906385,-0.240151214,0.2997749891,1.7985725852,-0.056535423,-1.6604880768,-1.0962723645,ds1_2,ds2_4,True,False,3.5027819929,1.6393442623,78.4774911482,61.4363778298
SCO7705,-1.0908847938,0.3740451843,0.6651938861000001,-0.1628564912,-1.9598817383,0.4587376587,0.2756901497,1.4399561444,1.3155585988,0.4586618747,0.9296546709,0.4511055021,0.5150473130000001,-0.8613257512,-1.2636012469,-1.5451009615,ds1_2,ds2_4,True,False,24.114820435,86.7291178767,32.8654527061,7.5722092116
SCO0385,-1.4422103488,-0.5364914155,-0.8090088197,-1.0638978638,1.1802908596,1.1094687409,0.8136278249000001,0.7482210224,-1.4335985092999999,0.7508172145,-0.869585308,0.8136487824,1.1474974325,-1.4445624954,0.6249699749000001,0.4108129083,ds1_3,ds2_1,True,False,73.4572584724,50.2732240437,90.7056145675,18.5011709602
SCO0604,0.0140612748,-1.9101906314,-0.2936920894,-0.9351415190000001,0.7142884660000001,0.2153075523,0.6373325430000001,1.5580344037,-1.4957193787,0.9519138402,0.20505533750000002,1.6482022023,-0.7755491418,0.5938053161,-0.0598097937,-1.0678983819,ds1_3,ds2_1,True,False,41.4137582195,29.4301327088,21.8639352554,48.1654957065
SCO1081,-1.9043636396,-0.5745684367,-1.0232896133,0.235270673,0.8319025668000001,0.4007980991,1.1146138315,0.9196365192,-1.3347791949,-0.1943917367,0.436386453,1.3790904204,1.2347621491,0.1954279461,-1.5835906479,-0.1329053891,ds1_3,ds2_1,True,False,51.3657056146,5.3083528493,90.4527061204,90.0858704137
SCO1155,-1.4160315731,-0.3928242591,-1.6705471432999999,0.0264691732,0.8663200291,0.7345955898000001,0.7777044039000001,1.0743137796,-1.2390795584,0.3385310998,-0.7270496719,1.992128893,0.5419054937000001,-1.1568786839,-0.1826011639,0.4330435918,ds1_3,ds2_1,True,False,56.8032372281,40.6713505074,76.8462316641,22.2482435597
SCO2018,-1.3257348258000001,-1.5858896929,1.0521490284,0.0128495863,-0.6087395549,0.8702999378,1.1360412637,0.4490242574,-2.0940367762,1.1376163942,0.9254132511000001,0.19550300710000001,0.8743073452000001,0.0487033865,-0.7282894029,-0.35921720500000004,ds1_3,ds2_1,True,False,20.2326757714,7.8844652615,68.803743045,73.6143637783
SCO2075,-0.9926204967000001,-0.1445214191,-1.1484891996,-1.2863232881,0.1962154314,0.7822999274,1.2388128956,1.354626149,-0.6619373592000001,-0.9732486360000001,1.4373384731,0.6717712942,-0.786778784,-1.3971467043999999,1.0343256522,0.6756760642,ds1_3,ds2_1,True,False,87.6454223571,71.1163153786,49.3424380374,34.9726775956
SCO2077,-1.9479911445,-0.48057258620000004,-0.7498552215000001,-0.32150295300000004,0.6210855219,0.6330689937,1.1074835675,1.1382838222,-0.5897073957,-0.10876058940000001,1.2252487089,1.6716887549,0.5249287487000001,-0.4923833092,-1.5265630105999999,-0.7044519076,ds1_3,ds2_1,True,False,35.6980273141,14.6760343482,99.7976732423,67.993754879
SCO2082,-1.2191782325,-0.042640718200000004,0.0377613211,0.1492559477,-1.8194357466,0.4637521988,1.1480072544,1.2824779753,-0.4483588576,0.2464426971,0.5606905221,1.1077120505,1.6408044623,-0.599344874,-1.2383149123,-1.2696310881000001,ds1_3,ds2_1,True,False,11.6337885685,9.6799375488,97.5088517956,78.2201405152
SCO3610,-0.9441860076,-1.2042024062,-0.7260092122,1.4426317895,-0.7916219949000001,0.1273298844,1.3724713803,0.7235865668,-1.7796483371,-0.11104765670000001,0.9512860739000001,0.7271470249,1.550569747,-0.0640018228,-0.9257203545,-0.3485846747,ds1_3,ds2_1,True,False,14.2766818412,28.2591725215,88.669701568,69.9453551913
SCO3841,-0.7519885313,-1.5544409639999999,0.7329444850000001,-0.1576390142,0.0411610421,1.7380624429,0.8222530511,-0.8703525117,-1.1474470521,1.9989018906,0.9577114097,0.5028556191,-0.2870770091,-0.8705632457,-0.5027275641,-0.6516540484000001,ds1_3,ds2_1,True,False,6.1583206879,80.7181889149,67.6277187658,8.9773614364
SCO4253,-2.2150431765,-0.6286504655,-0.5226403952,0.4308628559,0.9827687778,0.6746169619,0.6698065082,0.6082789333,-0.9708194525,1.6909156438,0.7934263759,0.5348171118,0.5352816296,-0.6985409517000001,-0.3377636664,-1.5473166905,ds1_3,ds2_1,True,False,69.0060698027,7.0257611241,98.7986848761,92.5058548009
SCO4290,0.0142780336,-1.8116044842,-0.5651610370000001,-0.8717333732,1.5870573936999999,0.8636321758000001,0.5747778183000001,0.20875347300000002,-1.3597237362999999,0.0792385869,-0.638670414,1.7658225055,0.5380415355,-0.5135316049,1.0786458774,-0.9498227502000001,ds1_3,ds2_1,True,False,28.0475467881,51.5222482436,75.4805260496,32.162373146
SCO4295,0.20506290940000002,-1.6885971697,-1.535543837,0.9510954871,0.9150434833000001,0.9040293699,-0.1571118,0.40602155710000004,-0.1241381203,-0.1632205407,0.0382275917,1.5844663696999999,0.7295581608,0.8367905331000001,-1.4932403992,-1.4084435951,ds1_3,ds2_1,True,False,51.4289327264,8.5089773614,99.4941831057,90.4761904762
SCO4426,-0.7604922109000001,-1.29745995,0.012108890300000001,-1.332107988,0.5967696953,1.0479209873,1.5762859726,0.1569746034,0.1991857333,1.2760393857,-0.6945973786,1.1783911155,-1.8571978814,-0.1246854658,-0.6942537901,0.7171182814,ds1_3,ds2_1,True,False,3.6671724836,64.7150663544,92.2357106727,30.2107728337
SCO4471,-1.3198835351,-0.10802344870000001,-0.1697187658,-1.1577281755,-0.7011068982,0.6491495098,1.2949012856,1.5124100278000001,-2.099235239,0.7688072706,1.2619036424,0.6898082149,-0.1456647951,-0.8984375283,0.12164653830000001,0.3011718962,ds1_3,ds2_1,True,False,83.85179565,18.0327868852,95.5867475974,52.6932084309
SCO4817,-1.3898950436,-0.9140469713,-0.7444823194,-0.5549206449,0.0034502438000000002,1.0201550825,1.2562363536,1.3235032993,-0.4422853391,1.3618768492,0.9320846205000001,1.1318538152,0.2953152858,-0.8026637777000001,-1.2021548551,-1.2740265987,ds1_3,ds2_1,True,False,97.1168437026,97.9703356753,63.9605462822,29.8204527713
SCO4886,-1.7948405853,-1.2696380073,-0.4594254645,1.1866426625,0.3877144086,0.7282191844,0.8565577753,0.3647700263,-0.8231342003000001,1.400091601,1.1390111798,0.5904398972,0.5969744809,-0.9220873741000001,-0.4677529157,-1.5135426689,ds1_3,ds2_1,True,False,70.6626201315,89.4613583138,62.5442589782,37.9391100703
SCO5534,-0.0207212947,-2.4434614622,0.9135203846000001,0.4690775634,-0.1999356831,-0.0392858466,0.8346603211,0.4861460175,-1.6700840342,-0.2692894661,1.3345307998,1.3679446995,0.3613645529,0.38893915640000004,-0.9284598324000001,-0.5849458759,ds1_3,ds2_1,True,False,59.2817400101,70.1795472287,52.2382397572,37.6268540203
SCO5696,-2.1770594468,-0.4976508315,-0.6070306257,0.5887671123,0.5340459236,0.1815706681,1.0993113653,0.8780458347000001,-0.4957869187,2.0891607937,0.1370932819,0.9194609345,-0.40520136570000004,-0.4993362691,-0.3301637765,-1.41522668,ds1_3,ds2_1,True,False,9.8254931715,14.832162373100001,90.579160344,77.6736924278
SCO6243,-1.5693744325,-0.5793111155,-0.1608815757,-1.1306417291,1.3164864495,1.1836681531,0.8707583667000001,0.0692958835,-0.6901928029000001,0.8474774009,0.2416238172,2.1143453099,-0.3042054111,-0.195532276,-0.7631594037,-1.2503566343,ds1_3,ds2_1,True,False,72.3318158827,66.7447306792,79.0971168437,34.4262295082
SCO6635,-1.6684030024,-1.1750105982,-0.1554397334,-0.18442967300000002,0.02238056,0.5132248185,1.3894386807,1.2582389477,-0.7020888139,-0.0777065451,-0.5312257521,2.5982700794999998,-0.4936717746,-0.25529868040000003,-0.3529952894,-0.18528322400000002,ds1_3,ds2_1,True,False,18.0197268589,52.7712724434,86.191198786,45.1990632319
SCO6828,-1.626176993,-1.2442935536,-0.5703895056,0.4559808748,0.2718073827,0.6269107346,1.6048139575,0.4813471025,-0.20460890180000002,1.1254781084,-0.8718143385,2.0362290601,-0.4241201173,-0.281441581,-0.1540247382,-1.2256974917,ds1_3,ds2_1,True,False,44.4865958523,33.4113973458,48.8239757208,7.4941451991
SCO7109,0.48093056640000004,-0.6414566197,-1.5507379118,-0.4046316015,-0.3817554248,-0.391195459,1.0461542255,1.842692225,-1.9077756645,-0.0113654409,-0.1537967761,1.1963843774,1.2520549933,-0.4724604633,-0.6964073155,0.7933662895,ds1_3,ds2_1,True,False,14.37784522,41.8423106948,30.6904400607,28.4153005464
SCO7444,-0.1343521524,-0.4677749849,-1.1096748199,-1.1450157744,1.7092238816,1.26885779,0.5232763674,-0.6445403073,-1.038100331,1.0619429719,1.4319462904,0.8311427108,-0.5726858308,0.0022420426000000003,-1.6495141333999999,-0.0669737205,ds1_3,ds2_1,True,False,31.8791097623,20.4527712724,50.6449165402,63.0757220921
SCO0033,-1.2835291919,-1.3083791663,-1.2638574626999999,1.0006161521,0.764330348,0.6758334364,0.7010060384,0.7139798459000001,0.3121081996,1.3836779928,-0.5057543971,-1.8294431349,0.1502868099,-1.0680031598,0.7084432545,0.8486844351,ds1_3,ds2_2,True,False,99.7597369752,36.6120218579,91.1987860395,16.3153786105
SCO0388,-0.853768308,-0.4666254709,-0.7324761565,-1.6634471555,1.157978825,1.2214936409,0.7761816223,0.5606630027,0.5519598617,0.6248905714,0.2420230642,-1.051133039,-1.5261732753000001,-0.9361812951,0.43818808870000003,1.6564260234,ds1_3,ds2_2,True,False,81.4491654021,65.8079625293,90.9838138594,4.8399687744
SCO1209,-1.3674362512,-1.1767473301,-1.251178348,1.0651399149,0.9964912144,0.7519230925,0.5411893316,0.4406183758,1.5591960956,-0.0316706839,-0.0869340686,-0.6241290988,-1.8745167923000001,-0.5456894075000001,0.9932124692000001,0.6105314864,ds1_3,ds2_2,True,False,98.5710672736,19.9843871975,87.8983308042,17.0179547229
SCO1337,-2.1477514063,0.6843584362,-0.7476137948,-0.1337435213,0.8002121742,0.5205413386000001,-0.1612089392,1.1852057125,-0.38390949950000003,1.0775188983,1.4270151782,-1.3669928118999999,0.3698074813,0.5227949104,-0.1084810476,-1.5377531091,ds1_3,ds2_2,True,False,15.7182599899,69.1647150664,55.9812847749,52.1467603435
SCO1461,-1.1404217283,-1.1558619014,-1.1600175919,1.6577616928999999,1.0165729239,0.3873687256,0.26163446890000003,0.1329634103,0.520467821,0.6515310786,1.6037017438999999,-1.2382389451,-1.1222287284,-1.2103898154000001,0.1156675291,0.6794893163,ds1_3,ds2_2,True,False,85.128983308,31.0694769711,77.6049570056,16.4715066354
SCO1476,-0.8450855393000001,-1.7545155705000002,-0.9002162435000001,0.3126162702,1.3355046424,0.3381413786,0.3989712834,1.1145837787,0.6673126412,-0.7210072347,-1.3338743648,-1.5109545783,-0.029355009100000003,0.7610409339,0.9334184563000001,1.2334191556,ds1_3,ds2_2,True,False,26.9347496206,36.0655737705,96.9271623672,90.2419984387
SCO1657,-0.5493043745,-1.7932211861,0.2585703613,-0.7995193994,1.8284063045,0.5172042212,0.16569958410000002,0.37216448900000004,1.9994750115,-1.5637793599,-0.621298346,-0.8263979251,0.021865764000000003,0.49139205750000003,0.0029650566,0.49577774160000004,ds1_3,ds2_2,True,False,47.1421345473,19.3598750976,91.6919575114,35.9094457455
SCO2014,-0.8225600748,-1.3963348523,-1.387572558,1.5081034229,0.7329255078,0.41877989130000004,0.391865671,0.5547929921,1.218032659,-0.21125233240000002,-0.7407101813,-1.9369601728,1.1402679083,-0.5382731706,0.4634366214,0.6054586683000001,ds1_3,ds2_2,True,False,84.205867476,55.1131928181,90.048052605,54.8790007806
SCO2373,-0.8185088536,-1.2499026794,-1.5402883378,1.4810553691,0.5234934409,0.7339472391,0.5072895146,0.3629143072,1.5214104045,0.4295736093,-1.2478653764,-1.6347720035000002,-0.2819687328,-0.2212542667,0.4794944028,0.9553819628,ds1_3,ds2_2,True,False,89.6686899342,70.8821233411,94.7268588771,15.925058548
SCO2405,-0.684730524,-0.3447318801,-0.6647804901000001,-1.8258534507,1.3196678272,1.1571547285000001,0.4445337894,0.5987399997,0.3204169541,1.7370438664,-0.31420799650000003,-1.249828081,-0.675101951,-1.2236194272,1.0759968285000001,0.32929980670000003,ds1_3,ds2_2,True,False,70.0303490137,54.0202966432,47.7364693981,25.2146760343
SCO3079,-0.5917503482,-0.8044564462,-0.6574414986,-1.6973830665,0.6555303828,1.150048684,1.1220887635,0.8233635293,-0.7433443265,-0.0846830616,-0.22307735180000002,-1.7378386553,-0.3800729399,0.6824554187,0.6650383547000001,1.8215225618000002,ds1_3,ds2_2,True,False,87.6201315124,60.7338017174,66.3378856854,44.4184231069
SCO3091,-1.4221200652000001,-1.1878862566,-1.0160030545,-0.0521142842,1.0863266819,0.9855341645000001,1.0153804272,0.5908823868,-1.2736070899,1.9833272277,-0.5416568432000001,-1.2443838736,0.6910057211,-0.0735595958,0.14496259990000002,0.3139118537,ds1_3,ds2_2,True,False,69.7395042994,82.5136612022,76.947395043,23.4192037471
SCO3194,-0.7895418808,-0.5249201727,-0.9173258548000001,-1.2159966785,-0.2578582708,0.9715910950000001,1.4953771981,1.2386745644000001,0.07834512760000001,0.1358497032,0.025260695200000002,-0.7945591515,1.769810826,-1.1404228744,1.1686544157,-1.2429387417,ds1_3,ds2_2,True,False,55.2478502782,88.8368462139,99.3297926151,16.237314598
SCO3440,-1.0446385734,-0.9006505319,0.066452047,0.2750413799,-0.9902141218,-0.4558864312,1.226447464,1.8234487676,2.0322727497,0.9376055780000001,-0.4308099496,-1.3615701032,-0.7523792754,-0.5495066475,-0.1321314431,0.2565190911,ds1_3,ds2_2,True,False,36.153262519,16.4715066354,13.8973191705,40.5932864949
SCO3543,-1.7478841356,-0.9562468516,-1.0124496292,1.0260118065,0.6924824593000001,0.3591336015,0.843419761,0.7955329882000001,0.9726152732000001,0.5544194424000001,-0.0255719545,-1.2238830878,0.342571087,-1.4404699239,-0.7558859915,1.5762051552,ds1_3,ds2_2,True,False,34.559939302000004,21.9359875098,99.1401112797,79.7033567525
SCO3661,-0.9783923731,-1.4642339874,-1.2546081251,0.1091154223,0.9939295873,0.6764748649,1.078210854,0.8395037571,0.9721102034,-0.8921601047000001,-1.2072488998,-1.2643983856,-0.43627598900000003,0.5356783966,0.9244458379,1.3678489413000001,ds1_3,ds2_2,True,False,9.3070308548,44.4964871194,96.8639352554,74.2388758782
SCO3673,-0.38166383670000004,-2.1219096222,-0.40338959290000004,0.267231677,1.5820880804000002,-0.0183890632,0.6711189004,0.4049134572,0.6715973731,-0.7193981916000001,-1.292146305,-1.6116202563000002,1.0706237534,0.121442171,0.7130846267000001,1.0464168286,ds1_3,ds2_2,True,False,2.9590288316,26.9320843091,88.808801214,30.0546448087
SCO4774,-1.4555660346,-1.4521092872,-0.8831252780000001,1.003852078,0.8057356692000001,0.7110093059,0.7437851646,0.5264183822,2.1664505739,-0.2013797247,-1.2159352737,-0.8562473266,-0.453037995,-0.3526999134,0.0640015003,0.8488481592,ds1_3,ds2_2,True,False,80.6398583713,86.0265417642,72.5720789074,50.6635441062
SCO4947,-1.2280369125,-1.3629944151,-0.8897190564,-0.346620319,1.1547216883,0.9601660268000001,0.8359196721000001,0.8765633157,1.4737995679,1.6633214756,-0.6475906888,-1.2107219004,-0.7695603038000001,-0.6638772039,-0.1787559783,0.3333850317,ds1_3,ds2_2,True,False,98.6469398078,62.4512099922,89.3525543753,65.7298985168
SCO5084,-1.4527920393,-1.015245023,-0.179398934,0.5932802095,1.2678687162,1.5878834212,-0.2904255025,-0.511170848,1.3854536776,-1.178313715,-0.591431943,-1.5799127972,0.6191862802,0.468393312,-0.21711051650000002,1.0937357019,ds1_3,ds2_2,True,False,99.0895295903,17.4863387978,2.0991401113,38.3294301327
SCO6078,-1.4570918091,-1.3033740825,-1.0113004067,1.179948781,0.8220940667000001,0.5349000237,0.47823433590000003,0.756589091,-0.8924427691,-0.4478917216,2.1957345495,-0.7193861551,1.0812755013,-0.4270932133,-0.409274205,-0.3809219868,ds1_3,ds2_2,True,False,57.5493171472,96.6432474629,83.8391502276,36.9242779079
